,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lambda_2,param_lambda_1,param_alpha_2,param_alpha_1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
56,0.5311166763305664,0.04806287967899837,0.012809133529663086,0.002298722629029261,3.890745372686343e-07,6.012506253126563e-06,1.4162081040520259e-06,6.786893446723361e-06,"{'lambda_2': 3.890745372686343e-07, 'lambda_1': 6.012506253126563e-06, 'alpha_2': 1.4162081040520259e-06, 'alpha_1': 6.786893446723361e-06}",-0.11753964785607594,-0.09436241479601992,-0.10372571066814966,-0.12175984787168094,-0.1383892560486837,-0.0963611196780717,-0.1160917878729748,-0.09395981227858885,-0.09257629007059413,-0.1213704988928364,-0.10961363860336762,0.014821567622688396,1
13,0.4605594873428345,0.044562017487772575,0.011450648307800293,0.0023689455053557814,3.836118059029515e-07,6.6098049024512255e-06,1.2161080540270135e-06,2.800900450225113e-06,"{'lambda_2': 3.836118059029515e-07, 'lambda_1': 6.6098049024512255e-06, 'alpha_2': 1.2161080540270135e-06, 'alpha_1': 2.800900450225113e-06}",-0.11753964787635647,-0.0943624148331267,-0.10372571066719997,-0.12175984790379142,-0.13838925599192578,-0.09636111966777654,-0.11609178785582752,-0.09395981229866927,-0.09257629020061814,-0.12137049889369192,-0.10961363861889836,0.014821567594776371,2
90,0.5003138065338135,0.08577124467585462,0.015529727935791016,0.0088721579034632,3.5629814907453725e-07,5.7453726863431715e-06,1.1160580290145072e-06,1.6803401700850426e-06,"{'lambda_2': 3.5629814907453725e-07, 'lambda_1': 5.7453726863431715e-06, 'alpha_2': 1.1160580290145072e-06, 'alpha_1': 1.6803401700850426e-06}",-0.11753964807222791,-0.09436241516739412,-0.10372571065828995,-0.12175984824299396,-0.13838925512666742,-0.09636111956840834,-0.11609178768575412,-0.09395981248423346,-0.09257629131114703,-0.12137049890351238,-0.10961363872206287,0.014821567285996306,3
28,0.5590591192245483,0.1273316660836354,0.014772582054138183,0.005930202174966966,3.8887943971985995e-07,6.422211105552776e-06,3.7893946973486746e-06,3.473236618309155e-06,"{'lambda_2': 3.8887943971985995e-07, 'lambda_1': 6.422211105552776e-06, 'alpha_2': 3.7893946973486746e-06, 'alpha_1': 3.473236618309155e-06}",-0.11753964832386496,-0.09436241556482912,-0.10372571064698999,-0.12175984873633083,-0.13838925339117006,-0.09636111943415446,-0.11609178745635516,-0.09395981271538831,-0.09257629248958262,-0.12137049891935973,-0.10961363876780253,0.01482156680585391,4
76,0.4795340061187744,0.0636639497383561,0.01303565502166748,0.004439742547186218,3.5103051525762883e-07,4.552276138069034e-06,1.6163081540770385e-06,2.884942471235618e-06,"{'lambda_2': 3.5103051525762883e-07, 'lambda_1': 4.552276138069034e-06, 'alpha_2': 1.6163081540770385e-06, 'alpha_1': 2.884942471235618e-06}",-0.11753964819543562,-0.09436241537089092,-0.10372571065273059,-0.12175984846721609,-0.13838925446454337,-0.09636111950495983,-0.11609178757682306,-0.09395981259916636,-0.09257629196091888,-0.12137049891028619,-0.10961363877029709,0.014821567076311439,5
33,0.5741771936416626,0.14405431508840413,0.01367032527923584,0.004230305837282785,3.5863931965982994e-07,5.374687343671836e-06,2.6888444222111056e-06,6.734867433716858e-06,"{'lambda_2': 3.5863931965982994e-07, 'lambda_1': 5.374687343671836e-06, 'alpha_2': 2.6888444222111056e-06, 'alpha_1': 6.734867433716858e-06}",-0.11753964834147367,-0.09436241560714215,-0.10372571064614386,-0.12175984874368564,-0.1383892535639885,-0.09636111942813319,-0.11609178744553013,-0.09395981273460892,-0.09257629268780099,-0.12137049891893649,-0.10961363881174435,0.014821566811846642,6
25,0.5718242645263671,0.10368898101572811,0.013409686088562012,0.005109751049793668,3.561030515257629e-07,6.165582791395698e-06,2.7328664332166086e-06,3.065032516258129e-06,"{'lambda_2': 3.561030515257629e-07, 'lambda_1': 6.165582791395698e-06, 'alpha_2': 2.7328664332166086e-06, 'alpha_1': 3.065032516258129e-06}",-0.1175396483863421,-0.09436241568332916,-0.10372571064408667,-0.12175984882371481,-0.13838925334081967,-0.09636111940472562,-0.11609178740600536,-0.09395981277736075,-0.09257629293447836,-0.1213704989213254,-0.1096136388322188,0.014821566737403202,7
81,0.5045885562896728,0.06966475091642003,0.010650205612182616,0.002847250026847725,3.4712856428214105e-07,6.758379189594797e-06,2.2606303151575786e-06,4.309654827413707e-06,"{'lambda_2': 3.4712856428214105e-07, 'lambda_1': 6.758379189594797e-06, 'alpha_2': 2.2606303151575786e-06, 'alpha_1': 4.309654827413707e-06}",-0.11753964837338968,-0.09436241566689345,-0.10372571064464181,-0.12175984879170296,-0.13838925350195208,-0.09636111941225961,-0.11609178741901592,-0.09395981276647872,-0.09257629290339511,-0.12137049892013997,-0.10961363883998694,0.01482156677156303,8
72,0.47523643970489504,0.037993741853842265,0.01110529899597168,0.001421809795167141,3.328864432216108e-07,4.7848924462231115e-06,2.0965482741370683e-06,8.143571785892947e-06,"{'lambda_2': 3.328864432216108e-07, 'lambda_1': 4.7848924462231115e-06, 'alpha_2': 2.0965482741370683e-06, 'alpha_1': 8.143571785892947e-06}",-0.11753964842862039,-0.0943624157620961,-0.10372571064215207,-0.12175984888310933,-0.13838925330341248,-0.09636111938530868,-0.11609178737205506,-0.09395981281851352,-0.09257629323113392,-0.12137049892265847,-0.10961363887490601,0.014821566691151948,9
57,0.5606017589569092,0.06705413418808547,0.018427228927612303,0.008007111159253996,3.313256628314157e-07,4.9694847423711855e-06,2.1885942971485743e-06,4.52176088044022e-06,"{'lambda_2': 3.313256628314157e-07, 'lambda_1': 4.9694847423711855e-06, 'alpha_2': 2.1885942971485743e-06, 'alpha_1': 4.52176088044022e-06}",-0.11753964846777017,-0.09436241582780572,-0.10372571064036756,-0.1217598489538029,-0.1383892530993166,-0.09636111936489773,-0.11609178733745273,-0.09395981285554654,-0.09257629344183495,-0.12137049892478737,-0.10961363889135822,0.014821566625073938,10
59,0.5134299039840698,0.03580181944422068,0.015108561515808106,0.006332462623963603,3.29959979989995e-07,6.5602801400700344e-06,2.3206603301650824e-06,5.438219109554777e-06,"{'lambda_2': 3.29959979989995e-07, 'lambda_1': 6.5602801400700344e-06, 'alpha_2': 2.3206603301650824e-06, 'alpha_1': 5.438219109554777e-06}",-0.11753964852065857,-0.09436241591673239,-0.10372571063794786,-0.12175984904949273,-0.13838925282146378,-0.09636111933721908,-0.11609178729061492,-0.09395981290566821,-0.0925762937266899,-0.12137049892767668,-0.10961363891341643,0.014821566535364624,11
27,0.5871883153915405,0.11134530594997745,0.013625550270080566,0.0050561913404749475,3.9005002501250624e-07,4.576288144072036e-06,6.618809404702351e-06,7.651325662831415e-06,"{'lambda_2': 3.9005002501250624e-07, 'lambda_1': 4.576288144072036e-06, 'alpha_2': 6.618809404702351e-06, 'alpha_1': 7.651325662831415e-06}",-0.11753964882866189,-0.0943624163904811,-0.10372571062421374,-0.12175984967263702,-0.13838925048761555,-0.0963611191714869,-0.11609178700645914,-0.0939598131850558,-0.09257629508033942,-0.12137049894813964,-0.10961363893950901,0.014821565920502834,12
77,0.4884809494018555,0.030044236043466063,0.009898638725280762,0.0014231429681028254,3.104502251125563e-07,4.720360180090045e-06,1.6283141570785392e-06,1.1240620310155077e-06,"{'lambda_2': 3.104502251125563e-07, 'lambda_1': 4.720360180090045e-06, 'alpha_2': 1.6283141570785392e-06, 'alpha_1': 1.1240620310155077e-06}",-0.1175396485339691,-0.09436241594696282,-0.10372571063732042,-0.12175984905812796,-0.138389252918801,-0.0963611193323037,-0.1160917872818662,-0.09395981291982752,-0.09257629386274986,-0.1213704989275314,-0.109613638941946,0.014821566535506148,13
19,0.5565751075744629,0.12013262644694724,0.01853325366973877,0.00805977109329132,3.937568784392196e-07,4.537268634317158e-06,7.195097548774387e-06,6.242621310655328e-06,"{'lambda_2': 3.937568784392196e-07, 'lambda_1': 4.537268634317158e-06, 'alpha_2': 7.195097548774387e-06, 'alpha_1': 6.242621310655328e-06}",-0.11753964891116123,-0.0943624165242328,-0.10372571062049152,-0.12175984982837149,-0.13838924998376206,-0.09636111912810541,-0.11609178693237641,-0.09395981326166933,-0.09257629549281055,-0.12137049895300069,-0.10961363896359815,0.01482156577176187,14
30,0.5387119054794312,0.08235410272484946,0.014408445358276368,0.006030054647193992,3.207903951975988e-07,4.2476238119059524e-06,3.2331165582791394e-06,7.099049524762381e-06,"{'lambda_2': 3.207903951975988e-07, 'lambda_1': 4.2476238119059524e-06, 'alpha_2': 3.2331165582791394e-06, 'alpha_1': 7.099049524762381e-06}",-0.11753964874124777,-0.09436241628083049,-0.10372571062799704,-0.12175984945123454,-0.13838925163271495,-0.09636111922361347,-0.11609178709553708,-0.09395981311137297,-0.09257629488848983,-0.12137049893983066,-0.10961363899928689,0.014821566159543095,15
17,0.46407232284545896,0.031112851654003744,0.010884332656860351,0.0018436254864410547,3.892696348174087e-07,6.672836418209104e-06,7.327163581790896e-06,6.8669334667333665e-06,"{'lambda_2': 3.892696348174087e-07, 'lambda_1': 6.672836418209104e-06, 'alpha_2': 7.327163581790896e-06, 'alpha_1': 6.8669334667333665e-06}",-0.117539648996247,-0.0943624166681236,-0.10372571061660092,-0.12175984998055095,-0.13838924955587908,-0.09636111908383643,-0.11609178685737913,-0.09395981334244251,-0.09257629595822493,-0.12137049895754903,-0.10961363900168335,0.014821565630070158,16
0,0.5396544218063355,0.06496187632204287,0.010739326477050781,0.0022271944682278897,2.9250125062531264e-07,6.360680340170085e-06,1.4362181090545272e-06,8.883941970985494e-06,"{'lambda_2': 2.9250125062531264e-07, 'lambda_1': 6.360680340170085e-06, 'alpha_2': 1.4362181090545272e-06, 'alpha_1': 8.883941970985494e-06}",-0.1175396486479395,-0.09436241614342838,-0.10372571063211078,-0.12175984925294152,-0.1383892524430567,-0.09636111927459096,-0.11609178718329685,-0.09395981302838576,-0.09257629452191166,-0.12137049893310531,-0.10961363900607675,0.014821566359250702,17
85,0.48489644527435305,0.0336303988279586,0.012526440620422363,0.008742859395953536,3.223511755877939e-07,4.655827913956978e-06,3.573286643321661e-06,1.6483241620810404e-06,"{'lambda_2': 3.223511755877939e-07, 'lambda_1': 4.655827913956978e-06, 'alpha_2': 3.573286643321661e-06, 'alpha_1': 1.6483241620810404e-06}",-0.11753964880844377,-0.09436241639152013,-0.10372571062494496,-0.12175984957623288,-0.13838925124267093,-0.09636111918818911,-0.11609178703545259,-0.09395981317443593,-0.09257629523422496,-0.12137049894369323,-0.10961363902198085,0.01482156604083072,18
14,0.4880444288253784,0.06163715095730628,0.015899085998535158,0.006502963545452031,3.328864432216108e-07,5.101550775387694e-06,4.381690845422711e-06,2.5487743871935966e-06,"{'lambda_2': 3.328864432216108e-07, 'lambda_1': 5.101550775387694e-06, 'alpha_2': 4.381690845422711e-06, 'alpha_1': 2.5487743871935966e-06}",-0.11753964888104627,-0.09436241650582577,-0.10372571062168277,-0.12175984971941806,-0.13838925073277697,-0.09636111914931604,-0.1160917869690885,-0.09395981324108452,-0.09257629557089952,-0.12137049894831331,-0.10961363903394519,0.014821565901022437,19
32,0.5324255704879761,0.05889800508969728,0.012780475616455077,0.004069148264849714,3.5317658829414707e-07,5.07903951975988e-06,5.7983991995998e-06,1.5322661330665332e-06,"{'lambda_2': 3.5317658829414707e-07, 'lambda_1': 5.07903951975988e-06, 'alpha_2': 5.7983991995998e-06, 'alpha_1': 1.5322661330665332e-06}",-0.117539648989004,-0.09436241667316497,-0.10372571061685003,-0.12175984993659833,-0.13838924992828935,-0.09636111909111747,-0.11609178686964003,-0.09395981333952008,-0.09257629605225635,-0.12137049895542372,-0.10961363904518644,0.014821565687070638,20
80,0.5062518835067749,0.08869437739354807,0.011636996269226074,0.00243502141354304,3.084992496248124e-07,5.454227113556778e-06,3.4052026013006506e-06,4.593796898449224e-06,"{'lambda_2': 3.084992496248124e-07, 'lambda_1': 5.454227113556778e-06, 'alpha_2': 3.4052026013006506e-06, 'alpha_1': 4.593796898449224e-06}",-0.11753964889286474,-0.09436241653729535,-0.10372571062108586,-0.12175984972012485,-0.13838925089480028,-0.0963611191454699,-0.11609178696252007,-0.09395981325492694,-0.0925762957241792,-0.12137049894779812,-0.10961363907010653,0.01482156591088874,21
18,0.48305890560150144,0.033768476619445216,0.01132669448852539,0.0021477260051972246,2.9913456728364185e-07,6.684842421210605e-06,2.9409704852426214e-06,7.007003501750875e-06,"{'lambda_2': 2.9913456728364185e-07, 'lambda_1': 6.684842421210605e-06, 'alpha_2': 2.9409704852426214e-06, 'alpha_1': 7.007003501750875e-06}",-0.11753964888973593,-0.09436241653764607,-0.10372571062118828,-0.12175984970561463,-0.13838925100723287,-0.09636111914784903,-0.11609178696686331,-0.09395981325345021,-0.0925762957475456,-0.12137049894713811,-0.10961363908242638,0.014821565928715358,22
4,0.49088153839111326,0.03729643053668488,0.010773229598999023,0.0019696576854515736,3.670285142571286e-07,4.676838419209605e-06,7.459229614807403e-06,7.547273636818409e-06,"{'lambda_2': 3.670285142571286e-07, 'lambda_1': 4.676838419209605e-06, 'alpha_2': 7.459229614807403e-06, 'alpha_1': 7.547273636818409e-06}",-0.11753964917910766,-0.0943624169771822,-0.10372571060831372,-0.12175985030093284,-0.13838924870759844,-0.09636111899103221,-0.11609178669803627,-0.0939598135146696,-0.09257629697644917,-0.12137049896691615,-0.10961363909202385,0.014821565336782545,23
22,0.5653755187988281,0.07067293964506642,0.012424063682556153,0.002302951601602078,3.724912456228114e-07,6.4177088544272135e-06,8.171585792896448e-06,6.166583291645823e-06,"{'lambda_2': 3.724912456228114e-07, 'lambda_1': 6.4177088544272135e-06, 'alpha_2': 8.171585792896448e-06, 'alpha_1': 6.166583291645823e-06}",-0.11753964929358397,-0.0943624171642943,-0.1037257106031199,-0.12175985051618064,-0.13838924801790742,-0.09636111893051601,-0.11609178659525102,-0.09395981362167723,-0.09257629755536971,-0.12137049897362352,-0.10961363912715238,0.014821565131197274,24
68,0.5979353189468384,0.10918286330825598,0.014370346069335937,0.004792031657391331,2.872336168084042e-07,5.77088544272136e-06,3.3371685842921463e-06,4.397698849424712e-06,"{'lambda_2': 2.872336168084042e-07, 'lambda_1': 5.77088544272136e-06, 'alpha_2': 3.3371685842921463e-06, 'alpha_1': 4.397698849424712e-06}",-0.11753964905727035,-0.09436241681796603,-0.10372571061359782,-0.12175985000563869,-0.1383892501598768,-0.09636111906174988,-0.11609178681953833,-0.09395981341088773,-0.09257629665436187,-0.12137049895609303,-0.10961363915569806,0.014821565650310195,25
84,0.48712668418884275,0.052424502494480475,0.01103065013885498,0.0031326329043406625,3.1864432216108053e-07,4.207103551775888e-06,5.474237118559279e-06,8.799899949974988e-06,"{'lambda_2': 3.1864432216108053e-07, 'lambda_1': 4.207103551775888e-06, 'alpha_2': 5.474237118559279e-06, 'alpha_1': 8.799899949974988e-06}",-0.11753964918527551,-0.09436241701048081,-0.10372571060792452,-0.12175985027090983,-0.13838924912145434,-0.0963611189925169,-0.11609178670037192,-0.09395981352569327,-0.09257629718752286,-0.12137049896494102,-0.1096136391567091,0.014821565385975457,26
26,0.5832390785217285,0.15777092394386277,0.015458321571350098,0.0051328554019578285,3.283991995997999e-07,6.0830415207603805e-06,5.938469234617308e-06,7.831415707853927e-06,"{'lambda_2': 3.283991995997999e-07, 'lambda_1': 6.0830415207603805e-06, 'alpha_2': 5.938469234617308e-06, 'alpha_1': 7.831415707853927e-06}",-0.1175396492178809,-0.09436241706118803,-0.10372571060644384,-0.12175985033837819,-0.13838924885852838,-0.09636111897423755,-0.11609178666980526,-0.093959813555878,-0.09257629732814411,-0.1213704989672035,-0.10961363915776878,0.014821565318168485,27
38,0.47065029144287107,0.02341270924007771,0.012409615516662597,0.005361688738744978,3.1357178589294646e-07,6.740370185092546e-06,5.634317158579289e-06,3.821410705352676e-06,"{'lambda_2': 3.1357178589294646e-07, 'lambda_1': 6.740370185092546e-06, 'alpha_2': 5.634317158579289e-06, 'alpha_1': 3.821410705352676e-06}",-0.11753964929532167,-0.09436241719679475,-0.10372571060288444,-0.1217598504680996,-0.13838924856431836,-0.09636111893503113,-0.11609178660326387,-0.09395981363038537,-0.09257629778874747,-0.12137049897085198,-0.10961363920556985,0.014821565202079315,28
64,0.47322838306427,0.033409971463779144,0.012663149833679199,0.005075688556144693,2.3767883941970987e-07,5.002501250625312e-06,1.4682341170585293e-06,7.143071535767884e-06,"{'lambda_2': 2.3767883941970987e-07, 'lambda_1': 5.002501250625312e-06, 'alpha_2': 1.4682341170585293e-06, 'alpha_1': 7.143071535767884e-06}",-0.11753964908912,-0.0943624168935083,-0.103725710612054,-0.12175985002242516,-0.13838925043498385,-0.09636111905006557,-0.11609178679916694,-0.09395981344577553,-0.09257629700029633,-0.12137049895552986,-0.10961363923029255,0.01482156565574828,29
78,0.49990143775939944,0.06235123134146175,0.012993574142456055,0.006677198709523772,3.1181590795397697e-07,5.148074037018509e-06,6.366683341670836e-06,1.7083541770885443e-06,"{'lambda_2': 3.1181590795397697e-07, 'lambda_1': 5.148074037018509e-06, 'alpha_2': 6.366683341670836e-06, 'alpha_1': 1.7083541770885443e-06}",-0.11753964943598096,-0.0943624174272673,-0.10372571059654448,-0.12175985072765118,-0.1383892477697468,-0.09636111886211644,-0.11609178647821616,-0.09395981376125252,-0.09257629851532248,-0.12137049897879273,-0.10961363925528911,0.014821564957487075,30
6,0.542837381362915,0.1102466473269875,0.0146026611328125,0.006924057410910166,2.491895947973987e-07,5.386693346673336e-06,2.5727863931965983e-06,6.5747873936968485e-06,"{'lambda_2': 2.491895947973987e-07, 'lambda_1': 5.386693346673336e-06, 'alpha_2': 2.5727863931965983e-06, 'alpha_1': 6.5747873936968485e-06}",-0.11753964921259834,-0.09436241709098678,-0.10372571060649315,-0.121759850260498,-0.1383892496268829,-0.09636111898454926,-0.11609178668733044,-0.09395981355984566,-0.09257629759640534,-0.12137049896308486,-0.10961363925886747,0.014821565425870861,31
71,0.48527958393096926,0.030957408913919484,0.010337638854980468,0.001895712899398702,3.0069534767383694e-07,4.1740870435217605e-06,5.914457228614307e-06,6.3826913456728365e-06,"{'lambda_2': 3.0069534767383694e-07, 'lambda_1': 4.1740870435217605e-06, 'alpha_2': 5.914457228614307e-06, 'alpha_1': 6.3826913456728365e-06}",-0.11753964942026386,-0.09436241740534404,-0.1037257105972559,-0.1217598506899294,-0.13838924795263813,-0.09636111887168976,-0.11609178649397477,-0.09395981374712119,-0.09257629846917137,-0.12137049897740668,-0.10961363926247951,0.014821564997811081,32
